kepid,kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_model_snr
3762468,K00208.01,CONFIRMED,3.003879547,3.581e-06,-3.581e-06,3.2848,0.0587,-0.0587,8538.0,122.0,-122.0,10.96,3.52,-1.17,1.172,0.376,-0.125,80.8
5706966,K01908.02,CONFIRMED,24.0884178,0.0001763,-0.0001763,3.952,0.14,-0.14,387.2,20.1,-20.1,1.16,0.05,-0.06,0.598,0.029,-0.029,21.0
10130039,K01909.01,CONFIRMED,12.75800092,3.687e-05,-3.687e-05,4.1828,0.0716,-0.0716,187.9,4.9,-4.9,1.49,0.23,-0.21,1.095,0.17,-0.155,41.7
10130039,K01909.02,CONFIRMED,5.47033376,1.659e-05,-1.659e-05,3.1441,0.0739,-0.0739,112.0,3.8,-3.8,1.15,0.18,-0.16,1.095,0.17,-0.155,32.7
9518318,K01978.01,CONFIRMED,6.51112385,1.051e-05,-1.051e-05,1.6919,0.0395,-0.0395,695.1,21.3,-21.3,3.09,1.03,-0.34,1.001,0.333,-0.111,38.4
9518318,K01978.02,CONFIRMED,23.85163321,6.821e-05,-6.821e-05,2.4453,0.0677,-0.0677,833.7,31.6,-31.6,3.37,1.12,-0.37,1.001,0.333,-0.111,28.6
7273277,K01979.01,CONFIRMED,2.714078374,3.865e-06,-3.865e-06,1.3115,0.0408,-0.0408,143.5,4.7,-4.7,1.38,0.22,-0.09,0.992,0.152,-0.065,36.8
11769890,K01980.01,CONFIRMED,122.8799543,0.0006807,-0.0006807,7.835,0.156,-0.156,717.7,19.7,-19.7,2.7,0.28,-0.16,0.861,0.088,-0.051,41.9
6862721,K01982.01,CONFIRMED,4.88753111,2.174e-05,-2.174e-05,2.034,0.117,-0.117,679.6,46.8,-46.8,2.45,0.61,-0.2,0.957,0.237,-0.079,17.4
12301181,K02059.01,CONFIRMED,6.14728341,2.146e-05,-2.146e-05,2.7645,0.0776,-0.0776,119.7,4.8,-4.8,0.79,0.06,-0.03,0.746,0.049,-0.03,26.8
9279354,K02060.01,CONFIRMED,2.800111267,4.014e-06,-4.014e-06,1.0237,0.0459,-0.0459,706.7,28.5,-28.5,2.13,0.17,-0.2,0.704,0.054,-0.066,33.5
6774880,K02062.01,CONFIRMED,34.3511339,0.0001512,-0.0001512,4.4408,0.0987,-0.0987,599.4,23.8,-23.8,2.75,0.93,-0.29,0.967,0.325,-0.101,28.8
3937519,K00221.01,CONFIRMED,3.413036353,6.26e-07,-6.26e-07,2.61366,0.00578,-0.00578,3868.7,8.9,-8.9,6.62,1.37,-1.12,1.087,0.224,-0.184,480.7
7449541,K02063.01,CONFIRMED,3.00725068,1.144e-05,-1.144e-05,4.4302,0.0837,-0.0837,285.8,10.9,-10.9,1.56,0.34,-0.12,0.781,0.169,-0.061,30.0
5080636,K01843.01,CONFIRMED,4.194496867,5.587e-06,-5.587e-06,1.7807,0.0343,-0.0343,660.7,17.1,-17.1,1.57,0.09,-0.12,0.522,0.032,-0.039,45.0
5080636,K01843.02,CANDIDATE,6.35585682,3.92e-05,-3.92e-05,1.55,0.184,-0.184,176.6,23.5,-23.5,0.86,0.05,-0.07,0.522,0.032,-0.039,9.2
3338885,K01845.01,CONFIRMED,1.970340203,2.276e-06,-2.276e-06,1.7901,0.0341,-0.0341,403.2,8.5,-8.5,3.97,2.57,-2.34,1.667,1.082,-0.983,56.3
3338885,K01845.02,CONFIRMED,5.05821338,4.738e-06,-4.738e-06,1.132,0.112,-0.112,748.3,23.7,-23.7,10.69,6.94,-6.3,1.667,1.082,-0.983,43.2
6776401,K01847.01,CONFIRMED,26.85323647,6.691e-05,-6.691e-05,4.4557,0.0624,-0.0624,965.8,20.9,-20.9,2.65,0.47,-0.39,0.869,0.155,-0.127,53.3
10130039,K01909.03,CONFIRMED,25.0985083,0.000102,-0.000102,2.7727,0.0936,-0.0936,167.6,8.3,-8.3,1.59,0.24,-0.23,1.095,0.17,-0.155,21.3
8226050,K01910.01,CONFIRMED,34.2685741,0.0001132,-0.0001132,4.8251,0.0848,-0.0848,699.3,19.4,-19.4,2.44,0.11,-0.2,0.872,0.042,-0.072,38.2
9965957,K01911.01,CONFIRMED,5.75321539,1.184e-05,-1.184e-05,1.7948,0.048,-0.048,733.8,28.1,-28.1,3.14,0.77,-0.26,0.929,0.229,-0.076,31.8
9704384,K01913.01,CONFIRMED,5.50860699,1.361e-05,-1.361e-05,3.0788,0.0586,-0.0586,203.9,6.3,-6.3,1.49,0.15,-0.12,0.883,0.092,-0.067,38.2
8426567,K01914.01,CONFIRMED,18.93055119,7.549e-05,-7.549e-05,3.372,0.102,-0.102,684.0,29.4,-29.4,4.41,2.25,-2.25,1.643,0.837,-0.837,26.2
12508335,K00215.01,FALSE POSITIVE,42.94386258,1.775e-05,-1.775e-05,3.7591,0.0208,-0.0208,9207.9,40.3,-40.3,41.62,11.07,-7.39,0.94,0.25,-0.167,273.0
10094670,K01984.01,CONFIRMED,22.06402,8.064e-05,-8.064e-05,4.1,0.128,-0.128,388.7,14.1,-14.1,2.67,0.91,-0.28,1.09,0.37,-0.116,31.5
8142942,K01985.01,CONFIRMED,5.756245244,5.387e-06,-5.387e-06,1.071,0.0321,-0.0321,623.6,17.5,-17.5,2.24,0.14,-0.09,0.734,0.048,-0.03,45.5
8257205,K01986.01,CONFIRMED,148.4601819,0.0007802,-0.0007802,5.499,0.139,-0.139,1532.1,47.5,-47.5,3.61,0.24,-0.17,0.821,0.055,-0.039,33.7
9044228,K01988.01,CONFIRMED,0.934885365,9.1e-07,-9.1e-07,1.4083,0.0277,-0.0277,270.4,5.7,-5.7,3.21,1.91,-1.91,1.795,1.067,-1.067,57.8
7265298,K02051.01,CONFIRMED,25.7626846,0.0001376,-0.0001376,6.908,0.118,-0.118,619.5,17.1,-17.1,2.66,0.43,-0.27,1.069,0.174,-0.107,38.0
7265298,K02051.02,CONFIRMED,11.0317836,0.000228,-0.000228,4.753,0.42,-0.42,182.3,14.9,-14.9,1.45,0.24,-0.14,1.069,0.174,-0.107,14.1
7132798,K00220.02,CONFIRMED,4.12511935,1.942e-05,-1.942e-05,2.877,0.103,-0.103,114.7,5.9,-5.9,0.88,0.19,-0.08,0.83,0.176,-0.075,21.6
3248501,K02052.01,CANDIDATE,4.22464216,3.146e-05,-3.146e-05,1.403,0.259,-0.259,987.0,195.0,-195.0,4.31,1.43,-0.47,1.14,0.376,-0.125,7.7
2307415,K02053.01,CONFIRMED,13.12162167,4.483e-05,-4.483e-05,3.6138,0.0844,-0.0844,196.9,6.6,-6.6,1.99,0.36,-0.29,1.277,0.23,-0.188,32.7
7430034,K01848.01,CONFIRMED,49.6220669,0.0002049,-0.0002049,7.222,0.264,-0.264,505.5,11.6,-11.6,3.33,0.55,-0.34,1.184,0.193,-0.123,47.6
9735426,K01849.01,CONFIRMED,8.08801663,1.128e-05,-1.128e-05,1.8334,0.0396,-0.0396,952.9,23.6,-23.6,2.94,0.24,-0.2,0.874,0.072,-0.059,46.1
8826168,K01850.01,CONFIRMED,11.55103848,2.567e-05,-2.567e-05,3.3601,0.059,-0.059,402.8,9.2,-9.2,2.17,0.34,-0.2,1.058,0.166,-0.097,49.8
10464050,K01851.01,CONFIRMED,4.469754641,8.123e-06,-8.123e-06,1.813,0.0503,-0.0503,553.9,17.7,-17.7,2.26,0.67,-0.23,0.934,0.28,-0.093,37.1
9763348,K01852.01,CONFIRMED,15.77382794,8.038e-05,-8.038e-05,4.957,0.115,-0.115,313.6,12.1,-12.1,2.72,0.52,-0.51,1.531,0.29,-0.29,30.4
9101496,K01915.01,CONFIRMED,6.56226483,1.896e-05,-1.896e-05,4.0144,0.0694,-0.0694,260.8,7.2,-7.2,3.07,0.48,-0.77,1.812,0.281,-0.457,41.2
6037581,K01916.01,CONFIRMED,20.67876365,6.41e-05,-6.41e-05,4.6395,0.085,-0.085,323.9,7.9,-7.9,2.42,0.4,-0.41,1.272,0.213,-0.213,42.6
10723750,K00209.01,CONFIRMED,50.79034648,2.381e-05,-2.381e-05,10.8474,0.0138,-0.0138,5671.1,11.9,-11.9,10.6,1.91,-1.9,1.406,0.253,-0.253,508.8
6037581,K01916.02,CONFIRMED,9.59993246,2.139e-05,-2.139e-05,4.3206,0.0549,-0.0549,271.2,5.5,-5.5,2.08,0.35,-0.35,1.272,0.213,-0.213,52.0
6037581,K01916.03,CONFIRMED,2.0248205,1.002e-05,-1.002e-05,2.55,0.118,-0.118,63.3,3.5,-3.5,1.01,0.17,-0.17,1.272,0.213,-0.213,20.2
10779233,K01989.01,CONFIRMED,201.118319,0.001461,-0.001461,10.328,0.165,-0.165,584.8,19.2,-19.2,2.28,0.32,-0.2,0.954,0.135,-0.083,34.7
11614617,K01990.01,CONFIRMED,24.7577652,0.0001215,-0.0001215,6.998,0.13,-0.13,458.7,13.8,-13.8,2.44,0.71,-0.24,0.966,0.285,-0.095,37.6
11450414,K01992.01,CONFIRMED,12.7983174,6.108e-05,-6.108e-05,6.401,0.116,-0.116,336.6,9.7,-9.7,2.88,0.41,-0.68,1.451,0.211,-0.342,38.2
4736569,K01996.01,CONFIRMED,10.13200555,3.175e-05,-3.175e-05,3.1683,0.0689,-0.0689,911.6,26.8,-26.8,1.67,0.11,-0.11,0.561,0.038,-0.038,37.6
10384798,K01997.01,CONFIRMED,38.505224,0.0001776,-0.0001776,5.941,0.104,-0.104,695.2,22.4,-22.4,2.45,0.68,-0.24,0.881,0.243,-0.087,35.5
2307415,K02053.02,CONFIRMED,4.6126736,1.208e-05,-1.208e-05,3.0643,0.0681,-0.0681,133.2,4.3,-4.3,1.6,0.29,-0.24,1.277,0.23,-0.188,34.3
3128552,K02055.01,CONFIRMED,8.67890312,2.382e-05,-2.382e-05,3.5317,0.0685,-0.0685,540.6,15.2,-15.2,2.56,0.39,-0.43,1.116,0.169,-0.186,37.4
10134152,K02056.01,CONFIRMED,39.3135699,0.0001483,-0.0001483,5.0137,0.0903,-0.0903,500.1,16.9,-16.9,2.07,0.59,-0.19,0.925,0.262,-0.087,33.8
9573685,K02057.01,CONFIRMED,5.94565516,1.691e-05,-1.691e-05,2.1604,0.0711,-0.0711,401.2,16.6,-16.6,1.12,0.06,-0.07,0.564,0.03,-0.034,28.5
10329835,K02058.01,CONFIRMED,1.52373073,2.497e-06,-2.497e-06,1.4796,0.0342,-0.0342,364.7,13.1,-13.1,1.26,0.09,-0.12,0.51,0.033,-0.05,34.1
6849046,K00201.01,CONFIRMED,4.225384543,2.69e-07,-2.69e-07,2.82038,0.00192,-0.00192,7563.0,6.0,-6.0,9.0,1.42,-0.77,1.054,0.167,-0.09,1457.8
8804397,K01853.01,CONFIRMED,60.0853848,0.0002239,-0.0002239,7.007,0.116,-0.116,432.2,9.6,-9.6,2.4,0.43,-0.12,1.047,0.19,-0.051,51.7
9662811,K01854.01,CONFIRMED,43.0343364,0.0001859,-0.0001859,6.571,0.135,-0.135,541.6,12.2,-12.2,2.5,0.3,-0.18,0.911,0.11,-0.064,50.0
11570749,K01856.01,CANDIDATE,46.2991052,0.0001173,-0.0001173,5.2481,0.061,-0.061,854.9,17.9,-17.9,4.33,1.59,-1.94,1.507,0.553,-0.676,55.0
11297236,K01857.01,CONFIRMED,88.6440015,0.0002922,-0.0002922,7.82,0.111,-0.111,625.5,12.2,-12.2,2.51,0.33,-0.19,0.934,0.124,-0.072,57.6
10074466,K01917.01,CONFIRMED,35.01190875,9.531e-05,-9.531e-05,2.868,0.0684,-0.0684,436.7,14.5,-14.5,2.97,0.48,-0.35,1.153,0.185,-0.135,34.0
8218379,K01920.01,CONFIRMED,16.57099265,4.023e-05,-4.023e-05,2.9052,0.0575,-0.0575,644.9,16.9,-16.9,2.03,0.43,-0.15,0.779,0.164,-0.059,40.9
7755636,K01921.01,CONFIRMED,16.00496657,5.331e-05,-5.331e-05,6.5047,0.0847,-0.0847,377.5,9.0,-9.0,3.71,0.76,-1.04,1.904,0.388,-0.534,49.8
9411166,K01922.01,CONFIRMED,1.954525966,3.283e-06,-3.283e-06,2.0944,0.0457,-0.0457,392.8,10.2,-10.2,2.38,0.38,-0.3,1.136,0.18,-0.147,43.1
9411166,K01922.02,CANDIDATE,15.09521323,,,3.41,,,,,,,,,,,,
4989057,K01923.01,CONFIRMED,7.23400381,1.603e-05,-1.603e-05,2.165,0.0587,-0.0587,453.3,15.7,-15.7,1.78,0.19,-0.1,0.85,0.091,-0.045,34.3
9834040,K01998.01,CONFIRMED,6.77408984,1.776e-05,-1.776e-05,2.6215,0.0634,-0.0634,520.3,18.3,-18.3,2.5,0.75,-0.33,1.092,0.329,-0.141,33.6
6152974,K00216.01,CONFIRMED,20.172024672,9.335e-06,-9.335e-06,3.1488,0.0248,-0.0248,5368.1,26.2,-26.2,6.24,0.27,-0.55,0.864,0.038,-0.076,226.8
8802693,K02000.01,CONFIRMED,26.41044199,7.741e-05,-7.741e-05,3.0715,0.084,-0.084,991.1,36.5,-36.5,2.45,0.43,-0.19,0.734,0.131,-0.056,31.2
6061773,K02001.01,CONFIRMED,8.27745764,4.611e-05,-4.611e-05,2.713,0.138,-0.138,197.2,13.4,-13.4,2.46,1.26,-1.53,1.781,0.909,-1.111,17.3
10024701,K02002.01,CONFIRMED,14.37504582,8.684e-05,-8.684e-05,3.208,0.151,-0.151,251.1,18.4,-18.4,2.05,0.33,-0.2,1.053,0.168,-0.104,15.7
2579043,K02064.01,CANDIDATE,6.31219171,2.202e-05,-2.202e-05,4.9377,0.0922,-0.0922,403.7,13.3,-13.3,2.17,0.7,-0.23,1.075,0.349,-0.116,35.6
3239671,K02066.01,CONFIRMED,147.97391,0.00116,-0.00116,6.854,0.168,-0.168,1267.1,53.5,-53.5,3.33,0.43,-0.29,0.95,0.123,-0.082,26.4
9304101,K02067.01,CONFIRMED,13.24503482,4.677e-05,-4.677e-05,4.4078,0.0831,-0.0831,156.1,5.0,-5.0,1.77,0.28,-0.38,1.39,0.223,-0.298,35.7
11360571,K02069.01,CONFIRMED,77.2550726,0.0003913,-0.0003913,10.214,0.161,-0.161,589.5,15.2,-15.2,3.7,1.14,-0.66,1.356,0.417,-0.243,44.0
6035124,K02071.01,CONFIRMED,3.85690686,1.118e-05,-1.118e-05,2.0808,0.0742,-0.0742,127.8,6.2,-6.2,0.93,0.09,-0.04,0.813,0.08,-0.029,24.3
8160953,K01858.01,CONFIRMED,116.3311739,0.000611,-0.000611,7.025,0.143,-0.143,1586.3,54.1,-54.1,3.26,0.3,-0.18,0.835,0.077,-0.045,31.5
8160953,K01858.02,CANDIDATE,86.049055,0.006998,-0.006998,29.28,4.8,-4.8,429.9,35.0,-35.0,2.06,0.8,-0.23,0.997,0.388,-0.111,8.0
4157325,K01860.01,CONFIRMED,6.31943553,1.289e-05,-1.289e-05,3.3422,0.0457,-0.0457,581.1,10.3,-10.3,2.71,0.39,-0.29,1.022,0.148,-0.108,61.0
4157325,K01860.02,CONFIRMED,12.20951755,3.932e-05,-3.932e-05,4.1808,0.0768,-0.0768,538.1,12.5,-12.5,2.61,0.37,-0.28,1.022,0.148,-0.108,45.5
4157325,K01860.03,CONFIRMED,3.07644709,1.038e-05,-1.038e-05,2.6326,0.0693,-0.0693,216.7,8.1,-8.1,1.61,0.23,-0.17,1.022,0.148,-0.108,29.3
5108214,K01924.01,FALSE POSITIVE,2.11913005,2.116e-05,-2.116e-05,4.141,0.261,-0.261,28.7,1.6,-1.6,1.35,0.12,-0.15,2.377,0.212,-0.26,21.5
9955598,K01925.01,CONFIRMED,68.958447,0.0002345,-0.0002345,3.128,0.0869,-0.0869,123.3,4.8,-4.8,1.11,0.05,-0.04,0.888,0.036,-0.036,30.0
10723750,K00209.02,CONFIRMED,18.79591276,1.231e-05,-1.231e-05,7.5235,0.044,-0.044,2431.4,10.0,-10.0,7.39,1.33,-1.33,1.406,0.253,-0.253,282.3
7219761,K01927.01,FALSE POSITIVE,47.76397728,,,4.08,,,,,,,,,,,,
5770074,K01928.01,CONFIRMED,63.0380366,0.0002293,-0.0002293,7.3702,0.0855,-0.0855,658.7,14.2,-14.2,2.59,0.39,-0.22,1.019,0.151,-0.088,53.1
10136549,K01929.01,CONFIRMED,9.69315023,2.759e-05,-2.759e-05,5.6725,0.067,-0.067,141.8,3.3,-3.3,1.89,0.29,-0.44,1.472,0.229,-0.344,45.1
9851271,K02003.01,FALSE POSITIVE,8.48031229,3.933e-05,-3.933e-05,7.105,0.218,-0.218,351.1,10.3,-10.3,2.58,0.77,-0.42,1.078,0.322,-0.173,37.3
12154526,K02004.01,CONFIRMED,56.1886436,0.0002642,-0.0002642,6.5272,0.0894,-0.0894,346.2,10.0,-10.0,2.56,0.39,-0.33,1.176,0.182,-0.149,35.6
6665512,K02005.01,CONFIRMED,6.92101452,2.22e-05,-2.22e-05,4.3591,0.0801,-0.0801,529.7,15.0,-15.0,1.48,0.12,-0.14,0.585,0.049,-0.054,39.9
10525027,K02006.01,CONFIRMED,3.27344784,6.177e-06,-6.177e-06,1.7292,0.0495,-0.0495,262.5,9.1,-9.1,0.81,0.07,-0.07,0.496,0.042,-0.042,34.0
11069176,K02007.01,CONFIRMED,15.3789014,0.0001383,-0.0001383,4.662,0.228,-0.228,185.1,12.0,-12.0,2.94,0.38,-1.04,2.153,0.272,-0.76,17.6
10005758,K01783.01,CONFIRMED,134.4785189,0.0001705,-0.0001705,5.9288,0.0565,-0.0565,4033.5,46.0,-46.0,10.52,1.65,-2.01,1.336,0.209,-0.256,149.9
10158418,K01784.01,CANDIDATE,5.007414194,1.164e-06,-1.164e-06,1.3584,0.0168,-0.0168,4413.9,28.3,-28.3,8.8,1.42,-0.71,1.042,0.168,-0.084,196.6
3128793,K01786.01,FALSE POSITIVE,24.68662378,4.704e-05,-4.704e-05,15.168,0.146,-0.146,8052.3,44.2,-44.2,48.04,12.51,-6.73,5.132,1.336,-0.719,210.9
5864975,K01787.01,CONFIRMED,98.7179332,0.0001461,-0.0001461,6.593,0.109,-0.109,7320.0,70.5,-70.5,6.99,1.48,-0.52,0.786,0.166,-0.059,124.4
2975770,K01788.01,CONFIRMED,71.52543938,9.47e-05,-9.47e-05,5.9189,0.0564,-0.0564,5904.3,59.5,-59.5,5.76,0.22,-0.35,0.778,0.029,-0.047,111.3
3648437,K01861.01,CANDIDATE,17.50441726,4.694e-05,-4.694e-05,4.2585,0.0648,-0.0648,725.4,17.1,-17.1,3.56,0.53,-0.73,1.329,0.197,-0.271,47.5
7877496,K00202.01,CONFIRMED,1.72086129,7.1e-08,-7.1e-08,2.0243,0.00533,-0.00533,10184.0,8.1,-8.1,13.25,0.85,-1.05,1.215,0.078,-0.096,1654.9
7286173,K01862.01,CONFIRMED,56.4349933,0.0001488,-0.0001488,4.7381,0.0712,-0.0712,580.0,14.0,-14.0,2.37,0.32,-0.28,1.001,0.134,-0.12,47.7
11126381,K01863.01,CONFIRMED,33.7888028,0.0001466,-0.0001466,5.496,0.102,-0.102,649.2,20.6,-20.6,2.71,0.89,-0.3,1.062,0.349,-0.116,36.0
4149450,K01864.01,CONFIRMED,3.215109385,7.879e-06,-7.879e-06,4.365,0.112,-0.112,158.0,3.4,-3.4,1.54,0.19,-0.12,0.934,0.117,-0.068,53.3
10136549,K01929.02,CONFIRMED,3.29276797,1.192e-05,-1.192e-05,4.8069,0.0819,-0.0819,80.7,2.2,-2.2,1.39,0.22,-0.32,1.472,0.229,-0.344,40.8
5511081,K01930.01,CONFIRMED,13.72710334,4.068e-05,-4.068e-05,7.3419,0.0741,-0.0741,199.2,3.4,-3.4,2.38,0.16,-0.13,1.693,0.115,-0.094,62.5
5511081,K01930.02,CONFIRMED,24.3110031,0.0001036,-0.0001036,8.7682,0.0967,-0.0967,184.4,4.0,-4.0,2.3,0.15,-0.13,1.693,0.115,-0.094,48.9
5511081,K01930.03,CONFIRMED,44.4304059,0.0001911,-0.0001911,10.306,0.112,-0.112,238.5,4.9,-4.9,2.61,0.17,-0.15,1.693,0.115,-0.094,50.5
5511081,K01930.04,CONFIRMED,9.34145925,4.43e-05,-4.43e-05,6.18,0.114,-0.114,81.7,3.0,-3.0,1.56,0.11,-0.09,1.693,0.115,-0.094,29.4
10978763,K01931.01,CONFIRMED,4.97760447,1.694e-05,-1.694e-05,2.5719,0.079,-0.079,287.3,11.6,-11.6,1.75,0.24,-0.24,1.023,0.141,-0.141,27.5
11069176,K02007.02,CONFIRMED,21.1285655,0.0001997,-0.0001997,3.852,0.226,-0.226,176.7,15.5,-15.5,2.88,0.36,-1.02,2.153,0.272,-0.76,12.5
8098728,K02008.01,FALSE POSITIVE,24.4851178,0.0003407,-0.0003407,4.642,0.279,-0.279,263.8,25.4,-25.4,7.14,1.2,-2.82,2.995,0.506,-1.18,10.9
6152974,K00216.02,CONFIRMED,7.51854537,4.933e-05,-4.933e-05,2.845,0.146,-0.146,286.7,17.2,-17.2,1.42,0.06,-0.12,0.864,0.038,-0.076,19.4
2449431,K02009.01,CANDIDATE,86.7490807,0.0005499,-0.0005499,9.179,0.135,-0.135,547.1,17.3,-17.3,2.23,0.31,-0.22,0.97,0.132,-0.096,35.7
5631630,K02010.01,CONFIRMED,25.96190067,9.616e-05,-9.616e-05,6.2732,0.0941,-0.0941,350.3,10.5,-10.5,3.25,0.59,-0.73,1.729,0.315,-0.386,37.5
6504954,K01790.01,CONFIRMED,130.3543929,0.0002139,-0.0002139,6.474,0.143,-0.143,5128.7,59.7,-59.7,7.7,2.53,-0.84,1.015,0.334,-0.111,103.7
9410930,K00196.01,CONFIRMED,1.855557556,7.9e-08,-7.9e-08,2.35672,0.0061,-0.0061,10570.0,7.1,-7.1,10.05,0.59,-0.66,0.947,0.056,-0.062,1853.8
5731623,K01793.01,CANDIDATE,3.261759866,1.167e-06,-1.167e-06,1.7593,0.0301,-0.0301,3876.1,32.2,-32.2,8.01,2.66,-0.89,0.945,0.315,-0.105,190.4
6153672,K01794.01,FALSE POSITIVE,3.364425589,4.881e-06,-4.881e-06,1.3261,0.0714,-0.0714,4843.0,194.0,-194.0,56.83,14.74,-4.91,0.775,0.201,-0.067,32.0
10676014,K01797.01,CONFIRMED,16.78175788,1.639e-05,-1.639e-05,3.7386,0.0353,-0.0353,908.0,8.6,-8.6,2.25,0.14,-0.1,0.742,0.045,-0.033,118.8
9520838,K01866.01,CONFIRMED,105.3035093,0.0004305,-0.0004305,6.214,0.121,-0.121,1362.2,39.0,-39.0,3.18,0.38,-0.19,0.875,0.105,-0.053,40.6
8167996,K01867.01,CONFIRMED,2.549562652,3.743e-06,-3.743e-06,1.6999,0.0386,-0.0386,495.1,12.9,-12.9,1.11,0.07,-0.11,0.506,0.031,-0.051,43.7
8167996,K01867.02,CONFIRMED,13.96950181,2.153e-05,-2.153e-05,1.5871,0.0469,-0.0469,1110.0,34.6,-34.6,2.04,0.13,-0.2,0.506,0.031,-0.051,37.0
8167996,K01867.03,CONFIRMED,5.21230171,1.309e-05,-1.309e-05,2.098,0.0639,-0.0639,430.0,16.2,-16.2,1.04,0.06,-0.11,0.506,0.031,-0.051,29.3
6773862,K01868.01,CONFIRMED,17.76076524,2.697e-05,-2.697e-05,1.6679,0.0446,-0.0446,1287.2,36.0,-36.0,1.93,0.14,-0.15,0.516,0.037,-0.04,42.6
10978763,K01931.02,CONFIRMED,10.55840479,8.566e-05,-8.566e-05,3.366,0.18,-0.18,194.2,14.3,-14.3,1.41,0.2,-0.19,1.023,0.141,-0.141,14.6
10602291,K00210.01,CANDIDATE,20.92735802,8.378e-06,-8.378e-06,3.4256,0.0245,-0.0245,8091.0,40.2,-40.2,17.36,5.48,-2.74,1.109,0.35,-0.175,263.5
10978763,K01931.03,CONFIRMED,6.98800953,4.507e-05,-4.507e-05,3.103,0.156,-0.156,193.2,12.2,-12.2,1.39,0.19,-0.19,1.023,0.141,-0.141,17.1
5202905,K01932.01,CONFIRMED,22.8245144,0.000235,-0.000235,6.617,0.3,-0.3,322.7,22.4,-22.4,3.36,0.6,-0.72,1.846,0.326,-0.399,15.9
9072190,K01933.01,CONFIRMED,49.1011093,0.0002094,-0.0002094,6.341,0.11,-0.11,845.6,24.3,-24.3,3.28,0.77,-0.56,1.11,0.261,-0.189,39.7
5384079,K02011.01,CONFIRMED,7.05675145,2.052e-05,-2.052e-05,2.0261,0.0744,-0.0744,130.0,6.0,-6.0,1.68,0.32,-0.21,1.402,0.267,-0.178,25.2
9839821,K02012.01,CONFIRMED,34.8536903,0.0001884,-0.0001884,5.333,0.136,-0.136,767.7,31.1,-31.1,2.4,0.57,-0.2,0.848,0.199,-0.071,27.0
4056616,K02013.01,CONFIRMED,2.41434868,4.231e-06,-4.231e-06,1.2701,0.0488,-0.0488,191.0,7.8,-7.8,0.97,0.03,-0.04,0.724,0.02,-0.035,30.0
6707908,K02014.01,FALSE POSITIVE,2.466070972,3.827e-06,-3.827e-06,1.9559,0.0639,-0.0639,704.5,20.1,-20.1,24.3,7.12,-2.37,0.884,0.259,-0.086,42.6
8492026,K02016.01,CONFIRMED,4.30656389,1.364e-05,-1.364e-05,4.1107,0.0509,-0.0509,257.0,7.5,-7.5,1.95,0.67,-0.23,1.03,0.357,-0.119,39.8
6867766,K01798.01,FALSE POSITIVE,12.964717746,4.189e-06,-4.189e-06,1.8303,0.0144,-0.0144,3732.9,24.7,-24.7,39.93,12.83,-4.29,1.033,0.332,-0.111,183.3
6058614,K01799.01,FALSE POSITIVE,1.731079436,2.942e-06,-2.942e-06,1.8419,0.0727,-0.0727,11974.0,408.0,-408.0,56.05,17.61,-5.87,0.955,0.3,-0.1,36.2
11017901,K01800.01,CONFIRMED,7.794302043,1.963e-06,-1.963e-06,1.1081,0.0148,-0.0148,3387.4,28.3,-28.3,16.51,2.16,-1.76,0.982,0.128,-0.105,159.2
5088591,K01801.01,CONFIRMED,14.5324483,9.627e-05,-9.627e-05,3.13,0.171,-0.171,1355.9,95.2,-95.2,3.11,0.5,-0.37,0.86,0.138,-0.101,16.5
11298298,K01802.01,CONFIRMED,5.248667607,6.064e-06,-6.064e-06,1.917,0.0297,-0.0297,601.2,11.9,-11.9,2.84,0.43,-0.2,1.012,0.154,-0.071,59.5
10187159,K01870.01,CONFIRMED,7.96431492,1.037e-05,-1.037e-05,1.5342,0.0384,-0.0384,746.0,20.4,-20.4,2.44,0.59,-0.32,0.91,0.222,-0.12,44.3
9758089,K01871.01,CONFIRMED,92.7297248,0.000398,-0.000398,6.83,0.153,-0.153,1257.5,31.9,-31.9,2.81,0.2,-0.08,0.675,0.046,-0.021,43.3
10619192,K00203.01,CONFIRMED,1.485710994,9.5e-08,-9.5e-08,2.2874,0.00174,-0.00174,20824.0,21.1,-21.1,14.48,0.88,-0.88,1.018,0.062,-0.062,1176.6
9883311,K01872.01,CANDIDATE,30.5231459,6.607e-05,-6.607e-05,2.7286,0.0888,-0.0888,2212.3,67.8,-67.8,11.26,2.33,-1.0,0.79,0.164,-0.07,38.7
4939346,K01873.01,CONFIRMED,71.3116598,0.0004867,-0.0004867,8.813,0.136,-0.136,2138.0,52.0,-52.0,4.94,1.5,-0.59,1.069,0.323,-0.129,43.4
4242147,K01934.01,CANDIDATE,28.78270955,9.174e-05,-9.174e-05,3.451,0.108,-0.108,864.5,25.7,-25.7,2.11,0.09,-0.11,0.745,0.032,-0.036,40.1
5396122,K01935.01,FALSE POSITIVE,15.44428875,2.571e-05,-2.571e-05,2.0791,0.0607,-0.0607,3596.2,93.0,-93.0,37.58,11.08,-3.45,0.991,0.292,-0.091,44.9
